"StudentID","Name","Address","Age","Gender","Ethnicity","ParentalEducation","StudyTimeWeekly","Absences","Tutoring","ParentalSupport","Extracurricular","Sports","Music","Volunteering","GPA","GradeClass"
"1068","John Hernandez","4639 Dana Bridge, Yuchester, MT 22701","15","Female","Caucasian","High School","11","28","No","None","No","Yes","No","No","0.03","F"
"1069","Vincent Rodriguez","1704 Susan Village Suite 543, Port Nicoleside, FL 88405","18","Female","Other","Graduate","6","21","Yes","High","No","No","Yes","No","1.33","F"
"1070","Randy Taylor","917 Duran Station Apt. 216, East Troymouth, AR 22939","16","Female","Asian","High School","1","1","No","Very High","No","No","Yes","No","3.28","B"
"1071","Sarah Rangel","1953 Martinez Parkways, Christopherborough, NE 95587","16","Male","African American","Graduate","13","6","No","Moderate","Yes","No","No","No","2.94","C"
"1072","Kristi Washington","339 Johnson Ranch, New Kevin, NH 55287","16","Female","African American","High School","17","28","No","High","No","No","Yes","Yes","0.74","F"
"1073","Kenneth Chase","459 Stewart Street Suite 071, Mooreland, WV 35571","15","Male","African American","High School","3","8","No","Moderate","Yes","Yes","No","No","2.56","C"
"1074","John Christensen","0594 Peterson Plaza Suite 111, Shepherdton, WY 19621","16","Male","Caucasian","Post Graduate","16","4","Yes","Moderate","No","No","No","No","3.30","B"
"1075","Donald Johnson","581 Scott Crest Apt. 841, Vincentshire, AR 25894","15","Female","Caucasian","Post Graduate","17","14","No","High","Yes","No","Yes","No","2.20","D"
"1076","James Gentry","247 Buchanan Mission, Patrickland, NV 87932","16","Male","Caucasian","Post Graduate","18","17","No","High","No","Yes","No","No","1.86","F"
"1077","David Leon","47432 Tanner Keys Suite 439, Samuelmouth, SC 61298","18","Male","Caucasian","Graduate","5","3","No","High","No","No","No","No","2.73","C"
"1078","John Thornton","85407 Campos Lock, East Johnshire, NV 07183","18","Female","African American","Post Graduate","18","18","Yes","Low","Yes","Yes","No","No","2.13","D"
"1079","Mark Mitchell MD","1827 Connor Ridge, Kimberlymouth, VA 69275","17","Female","Caucasian","None","6","19","No","Low","No","No","No","No","0.98","F"
"1080","William Howard","9661 Margaret Square Apt. 868, Anthonytown, LA 29457","18","Female","Other","High School","11","25","No","High","No","Yes","No","No","0.99","F"
"1081","Cathy Ward","93079 Robert Crossroad, Ryanville, NH 91099","17","Male","Other","High School","1","6","No","Low","No","Yes","No","No","2.07","D"
"1082","Anthony Barrett","6882 Michael Fork Suite 343, New Jenniferside, TN 89128","18","Female","Asian","Graduate","1","25","No","Moderate","No","No","No","No","0.50","F"
"1083","David Decker","4693 Jeffrey Inlet Apt. 898, Walkerbury, AL 52657","15","Female","African American","High School","14","7","No","None","Yes","Yes","No","No","2.53","C"
"1084","Wendy Crawford","893 Gallagher Hills, Santiagostad, OR 09507","18","Male","Asian","High School","9","16","No","Low","No","Yes","No","No","1.46","F"
"1085","Parker White","2184 Karen Valley, Brownhaven, MO 84651","17","Female","Caucasian","Graduate","5","12","No","High","Yes","Yes","No","No","2.34","D"
"1086","Brandi Cole","410 Johnson Centers Suite 488, South Roger, DE 54118","17","Female","Asian","Post Graduate","4","23","No","High","No","No","No","No","1.16","F"
"1087","Erin Hernandez","3040 Pierce Terrace Suite 441, Hartborough, NE 90133","16","Female","Caucasian","High School","13","20","Yes","Low","Yes","No","Yes","Yes","1.52","F"
"1088","Sarah Marshall","1132 Velasquez Inlet, Elizabethstad, CO 67995","15","Male","Asian","High School","0","27","No","Low","No","No","Yes","No","0.00","F"
"1089","Becky Le","61671 Chelsea Burg, Jasonton, WI 22543","18","Male","Caucasian","High School","16","22","No","None","Yes","No","Yes","No","1.06","F"
"1090","Heather Collins","48026 Michael Drives Suite 129, Ericksonberg, MD 78864","16","Male","Asian","High School","2","10","No","Moderate","No","No","Yes","Yes","2.23","D"
"1091","Yvonne Colon","133 Amanda Mission, Lake Kelly, MS 12473","18","Male","Other","High School","4","26","No","Low","No","No","No","Yes","0.19","F"
"1092","Ricky Murray","3882 Robert Rest Apt. 091, East Scottberg, IA 61455","18","Female","Caucasian","Graduate","8","0","No","Moderate","Yes","Yes","No","No","3.51","A"
"1093","Jeffrey Moon","08639 Oscar Isle, South Ronaldland, IN 39705","16","Male","Caucasian","Graduate","10","1","Yes","High","No","No","No","No","3.55","A"
"1094","Tammy Torres","861 Smith Isle, East Marybury, AK 89509","16","Male","Other","Graduate","7","16","Yes","High","No","Yes","No","No","2.24","D"
"1095","Bryan Owens Jr.","81211 Sharp Key Suite 185, New Brandon, RI 80447","16","Female","Caucasian","High School","6","4","No","Low","Yes","Yes","No","No","2.71","C"
"1096","Donald Figueroa","055 Phillips Lights, South Tim, NJ 86806","16","Female","Asian","Post Graduate","19","29","No","High","No","No","No","Yes","0.73","F"
"1097","Jonathan Mcdaniel DDS","62556 Linda Crest Apt. 457, Gayborough, OK 28268","16","Female","African American","High School","13","29","No","Very High","No","No","Yes","No","0.97","F"
"1098","Haley Rodriguez","Unit 1707 Box 6473, DPO AA 42214","18","Male","Caucasian","Graduate","0","5","No","Moderate","No","Yes","No","No","2.56","C"
"1099","Reginald Bond","36637 Mcknight Plaza Apt. 969, East Mathewside, AK 87439","16","Male","Caucasian","Post Graduate","9","25","No","Moderate","Yes","No","Yes","Yes","0.74","F"
"1100","Mrs. Valerie Montoya DDS","PSC 2189, Box 5552, APO AA 70197","15","Male","Caucasian","High School","18","24","No","Moderate","No","No","No","No","0.72","F"
"1101","Edward King","10283 Laura Village, Larryshire, AL 65019","17","Female","Asian","High School","6","23","Yes","Low","Yes","Yes","No","Yes","1.27","F"
"1102","Lisa Baker","823 Daniel Center, Russelltown, OH 23042","16","Female","Caucasian","Post Graduate","2","6","No","High","Yes","No","Yes","Yes","2.53","C"
"1103","Steven Brooks","580 Anthony Valley, Snyderborough, WY 24397","16","Male","African American","High School","15","27","No","High","Yes","Yes","No","No","0.94","F"
"1104","Charles Scott","770 Michelle Gateway, West Cindy, WA 49410","18","Female","Caucasian","Graduate","12","20","Yes","Moderate","No","Yes","No","No","1.52","F"
"1105","Kimberly Singh","9745 Michaela Ports, Julieland, NV 87754","16","Female","African American","None","11","29","No","High","Yes","No","No","No","0.65","F"
"1106","Justin Alvarado","Unit 0825 Box 4632, DPO AE 93788","16","Female","Asian","Graduate","1","14","No","High","No","Yes","Yes","Yes","2.05","D"
"1107","Jon Martin","5168 Richard Road, Samanthabury, MT 92259","16","Male","Other","High School","3","18","No","None","Yes","No","No","Yes","0.84","F"
"1108","Kim Jones","882 Steven Ridges, Lake Charlesview, SD 93930","18","Female","Caucasian","None","12","15","No","Low","No","Yes","No","No","1.46","F"
"1109","Heather Andrade","527 Gordon Parkway, Daviston, MS 79967","16","Female","Asian","Graduate","4","24","Yes","High","Yes","Yes","No","No","1.49","F"
"1110","Martha Murphy","344 Paul Bridge Apt. 697, Lake Hannah, MA 24475","17","Male","Asian","High School","10","12","Yes","Very High","No","No","No","No","2.59","C"
"1111","Marissa Hernandez","30762 Johnson Roads Apt. 231, Lake Scottton, NV 41877","18","Male","African American","High School","11","4","Yes","High","No","No","No","No","3.22","B"
"1112","Stephanie Graves","54377 Woods Mills Suite 094, Scottmouth, KS 06464","17","Female","Other","None","6","2","Yes","Very High","No","No","Yes","No","3.55","A"
"1113","Jacob Bowen","646 Angela Radial, West Marisa, DE 94361","18","Female","Caucasian","High School","19","2","No","Moderate","No","No","No","No","3.09","B"
"1114","Ronald Hall","2864 Joshua Way Suite 846, Mooretown, NE 83610","16","Male","Caucasian","High School","17","18","Yes","Low","No","Yes","Yes","No","1.92","F"
"1115","Brianna Owen","773 Lewis Meadow, West Candace, WV 80100","17","Male","Asian","None","14","13","Yes","Moderate","No","No","No","No","2.20","D"
"1116","John Gomez","339 Bennett Point, Nicoleport, AL 29812","18","Female","Caucasian","Post Graduate","2","15","No","None","No","No","No","Yes","0.88","F"
"1117","Timothy Miller","PSC 9551, Box 5198, APO AE 92543","15","Female","Asian","None","2","21","No","High","Yes","No","Yes","No","1.34","F"
"1118","Jason Wallace","17549 Jenna Bypass Suite 799, Alicestad, NV 03607","16","Female","Asian","Graduate","10","16","No","Very High","No","No","No","No","1.82","F"
"1119","Manuel Roth","726 Theresa Court Suite 375, Matthewton, AR 53092","18","Female","Caucasian","High School","3","26","No","High","No","Yes","No","No","0.62","F"
"1120","Mitchell Silva","83510 Matthew Mountains, Kaylaton, DC 99917","15","Male","Asian","High School","20","3","No","Moderate","Yes","No","Yes","Yes","3.62","A"
"1121","Mrs. Amanda Scott","1626 Morris Mission Apt. 169, New Andreachester, WY 49537","18","Female","Caucasian","Post Graduate","3","12","Yes","Low","Yes","Yes","No","No","2.17","D"
"1122","William Barrera","817 Johnson Port, Arthurport, UT 54712","15","Female","African American","High School","10","7","Yes","Low","No","Yes","Yes","No","2.97","C"
"1123","Laura Michael","80781 Zachary Branch Apt. 793, Laurafurt, MI 43335","16","Male","African American","PHD","7","18","No","Moderate","No","No","No","No","0.98","F"
"1124","Mrs. Michelle Edwards","22852 Linda Manor, West Traci, AR 02829","17","Female","Other","High School","13","4","No","High","No","No","No","No","3.10","B"
"1125","Richard Franklin","USNV Pace, FPO AP 79925","15","Male","Caucasian","Graduate","3","1","Yes","Moderate","Yes","No","Yes","No","3.50","B"
"1126","Julia Sharp","8599 Ortiz Point Suite 059, West Stacy, ND 32296","18","Female","Caucasian","Graduate","9","14","No","Very High","Yes","No","No","No","2.59","C"
"1127","Ronald Reyes","147 William Shoal, New Robertshire, NV 11809","16","Female","African American","Post Graduate","5","1","No","High","Yes","No","No","No","3.54","A"
"1128","Kimberly Gonzalez","88390 Matthew Stravenue, Brittanyshire, MD 74333","15","Male","Asian","Graduate","18","10","Yes","Low","No","Yes","No","No","2.82","C"
"1129","Gregory Kennedy","141 Ana Glens Suite 416, Evanville, NJ 35899","18","Male","African American","Graduate","1","12","Yes","Low","Yes","Yes","No","No","2.02","D"
"1130","Karen Murray","863 Parker Fork, Carterborough, HI 89558","18","Female","Caucasian","High School","18","22","Yes","High","No","No","No","No","1.37","F"
"1131","Dakota Stephenson","210 Chavez Trail Suite 492, Timothyborough, VA 19096","18","Female","Caucasian","High School","17","9","No","Low","No","No","No","No","2.10","D"
"1132","James Robinson","72346 Hill Inlet Apt. 653, West Patrick, IA 20175","15","Female","Caucasian","Post Graduate","6","2","No","High","No","No","No","No","3.03","B"
"1133","Amy Smith","501 Morris Curve Apt. 206, East Donna, MS 64112","15","Male","Asian","High School","16","4","Yes","Moderate","No","Yes","No","No","3.58","A"
"1134","Daniel Chang","USNS Barber, FPO AE 59320","15","Female","Caucasian","High School","1","2","No","Low","Yes","No","No","No","2.43","D"
"1135","Ashley Banks","182 Gonzalez Springs, Port Stephanieport, DC 38165","17","Male","Caucasian","Graduate","19","5","Yes","Moderate","Yes","No","No","No","3.16","B"
"1136","Gina Todd","3473 Sexton Harbor Apt. 334, Port Jocelynborough, WA 55079","15","Male","Other","High School","11","12","No","Moderate","Yes","No","No","No","2.12","D"
"1137","Brittney White","04557 Caldwell Overpass, East Jessicaberg, AZ 06116","15","Female","Caucasian","PHD","6","9","No","High","No","Yes","No","No","2.20","D"
"1138","Michael Foster","10428 Mike Ferry, Hammondview, LA 76325","15","Male","Other","Graduate","7","18","No","None","Yes","No","Yes","Yes","1.18","F"
"1139","Michelle Bruce","4668 King Brooks Apt. 804, West Clinton, IL 32961","17","Female","African American","Graduate","1","7","No","High","Yes","No","No","No","2.74","C"
"1140","John Smith","68664 Ruth Islands, Davischester, NE 00974","15","Female","Asian","Post Graduate","20","17","Yes","High","No","No","No","No","2.24","D"
"1141","Cynthia Rodriguez","465 Morales Trafficway Suite 406, Vegabury, SD 07564","18","Female","Caucasian","None","1","2","No","High","Yes","No","No","No","3.14","B"
"1142","Timothy Ponce","653 Randall Crossing Suite 157, Rodriguezland, MD 53921","15","Female","Caucasian","High School","13","23","Yes","None","Yes","Yes","No","No","1.05","F"
"1143","Heather Orr","821 Gross Landing, Pattersonview, NV 66429","18","Female","Asian","Graduate","9","23","Yes","High","No","No","No","No","0.82","F"
"1144","Jessica Sullivan","892 Ray Mountain, North Christina, WV 94206","18","Male","Asian","High School","19","16","No","Moderate","Yes","No","Yes","No","2.03","D"
"1145","Jesse Gibson","099 Mark Roads, North Jennifer, FL 49887","18","Male","Asian","Graduate","5","7","Yes","Moderate","Yes","Yes","No","No","2.43","D"
"1146","James Wallace","5273 Alexis Flat, New Michaelberg, CA 49441","17","Female","Caucasian","Post Graduate","11","9","No","High","Yes","No","No","No","2.66","C"
"1147","Danny Jones","Unit 9520 Box 4720, DPO AE 10040","17","Female","Asian","Graduate","10","1","Yes","Moderate","Yes","No","No","Yes","3.59","A"
"1148","Alexander Baird","0654 Ryan Neck, South Laura, WV 91958","17","Male","Asian","High School","14","11","No","High","No","Yes","No","No","2.31","D"
"1149","Jennifer Thomas","5408 Tina Hollow Apt. 211, Ronaldborough, NJ 13147","15","Male","African American","PHD","1","22","No","Low","Yes","Yes","No","Yes","1.01","F"
"1150","Earl Foster","7117 Cole Pines, North Garrettbury, NC 19489","18","Male","Asian","Graduate","4","5","No","High","Yes","No","No","No","2.88","C"
"1151","Raymond Gilbert","235 Moran Way Apt. 056, West Randy, IA 97104","17","Male","Asian","Graduate","4","1","No","Low","No","Yes","Yes","No","2.80","C"
"1152","Paul Simmons","596 Robert Turnpike, Michaelbury, MS 05732","17","Female","African American","High School","15","20","Yes","High","No","Yes","No","No","1.76","F"
"1153","Darin Mosley","4800 Amy Village, Lake Lisafort, ID 02607","15","Female","Caucasian","Post Graduate","4","22","No","Very High","Yes","No","No","Yes","1.12","F"
"1154","Nancy Young","1054 Smith Pass, Murrayshire, HI 08241","17","Male","Caucasian","Graduate","11","23","No","Moderate","No","No","No","No","1.03","F"
"1155","Kevin Preston","9339 Aaron Mill, West Benjamin, CT 91714","15","Female","Caucasian","Graduate","4","2","No","Moderate","Yes","No","No","No","3.08","B"
"1156","Desiree Strong","707 Sherry Vista, North Billville, IL 15390","16","Male","Caucasian","Post Graduate","17","16","Yes","High","Yes","Yes","No","No","2.63","C"
"1157","Tracie Rivera","89765 Patel Vista, Lake Sandra, MT 89672","17","Female","Caucasian","High School","19","28","No","None","No","Yes","Yes","Yes","0.50","F"
"1158","Bruce Bowman","178 Alicia Lane Suite 683, Kellyshire, TX 02870","16","Male","Caucasian","Graduate","10","6","No","Moderate","No","No","No","No","2.78","C"
"1159","Jennifer Tucker","17213 Danny Manors, Brownside, MD 83797","15","Female","Caucasian","Post Graduate","7","28","No","Moderate","No","No","No","No","0.25","F"
"1160","Ashley White","04256 Cole Lakes, South Richardmouth, NH 91791","18","Male","Caucasian","High School","5","20","No","High","No","No","No","Yes","1.19","F"
"1161","Catherine Colon","2744 Huerta Radial Apt. 719, East Michaelton, AL 92003","17","Male","Asian","Graduate","1","4","Yes","High","Yes","No","No","Yes","3.38","B"
"1162","Bonnie Allen","750 Danny Lake Suite 498, Yatesfort, HI 77539","15","Female","Other","Post Graduate","5","22","Yes","High","No","No","No","No","1.29","F"
"1163","Ryan Howard","45438 Howell Ramp Suite 668, Washingtonmouth, AR 02826","18","Male","Caucasian","Graduate","13","0","Yes","High","No","No","Yes","Yes","3.72","A"
"1164","Nicholas Brown","Unit 5932 Box 7430, DPO AP 83808","18","Female","Other","Graduate","11","7","No","High","Yes","No","No","No","2.67","C"
"1165","Derek Mcmahon","85747 Murray Vista Suite 690, Hahnton, AR 52925","16","Female","African American","Post Graduate","19","11","Yes","Moderate","Yes","No","No","No","2.37","D"
"1166","Andrew Diaz","50936 Shaw Roads, Lake Calebchester, HI 83321","15","Male","Caucasian","Post Graduate","8","13","No","Moderate","No","Yes","No","No","1.62","F"
"1167","Michael Benson","4641 Ryan Mills, New Alfredside, ME 87400","18","Female","Caucasian","High School","14","15","Yes","Moderate","Yes","Yes","No","No","2.54","C"
"1168","Troy Foster","PSC 9462, Box 6538, APO AE 59030","17","Female","African American","None","10","9","No","Very High","No","Yes","No","No","2.30","D"
"1169","Gloria Oliver","897 Jamie Rest, North Jimmy, GA 76055","17","Female","Asian","Graduate","10","14","No","High","Yes","No","No","No","2.26","D"
"1170","Jacob Brown","11828 Bartlett Trace Apt. 968, South Haroldshire, IN 89503","16","Female","Asian","Graduate","5","20","No","Moderate","No","Yes","No","No","1.32","F"
"1171","Brandi Ford","724 Duncan Stravenue, Maddoxton, TN 12068","18","Female","Caucasian","Graduate","9","23","No","High","No","Yes","No","No","0.95","F"
"1172","Zachary Bishop","503 Emily Harbors, Martinstad, CA 82857","15","Male","Caucasian","Graduate","9","25","No","Moderate","Yes","No","No","Yes","0.82","F"
"1173","Alicia Wheeler","62285 Hunter Crest Apt. 040, Chloefort, ID 30390","17","Female","Caucasian","High School","14","14","Yes","High","No","No","No","No","2.34","D"
"1174","Mark Faulkner","74073 Michael Harbor, North Daniel, UT 12467","18","Female","Caucasian","Graduate","19","9","No","Moderate","No","Yes","No","No","2.68","C"
"1175","Larry Gonzalez","274 Justin Heights Apt. 156, Lake Ryan, CT 10764","18","Female","Caucasian","High School","7","20","Yes","Low","Yes","No","No","No","1.54","F"
